timestamp,temperature_c,rain_probability,soil_moisture_pct,flow_lpm,pressure_bar,hour_of_day,is_irrigating,anomaly_label,anomaly_type,flow_rolling_mean,flow_rolling_std,pressure_rolling_mean,pressure_drop,flow_deviation,soil_delta,evap_index
2024-01-01 01:35:00,0.097967,0.047,0.9155,0.0,0.030527,0.066201,0,0,Normal,0.000221,0.000765,0.027622,0.483421,0.256076,0.278689,0.042922
2024-01-01 01:40:00,0.19963,0.024,0.911,0.0,0.052699,0.069688,0,0,Normal,0.000221,0.000765,0.027273,0.498205,0.256076,0.327869,0.112764
2024-01-01 01:45:00,0.132625,0.001,0.9115,0.000523,0.060411,0.073171,0,0,Normal,0.000339,0.000783,0.023427,0.505597,0.256479,0.491803,0.067206
2024-01-01 01:50:00,0.139094,0.017,0.905,0.0,0.03374,0.076654,0,0,Normal,0.000339,0.000783,0.020979,0.489546,0.256076,0.262295,0.072854
2024-01-01 01:55:00,0.079945,0.007,0.9015,0.0,0.072622,0.080141,0,0,Normal,0.000339,0.000783,0.025175,0.512566,0.256076,0.360656,0.033321
2024-01-01 02:00:00,0.108133,0.018,0.899,0.007765,0.026671,0.083624,0,0,Normal,0.001889,0.005989,0.023776,0.48321,0.262047,0.393443,0.052899
2024-01-01 02:05:00,0.128466,0.03,0.893,0.003112,0.049486,0.087106,0,0,Normal,0.002605,0.005971,0.026923,0.496304,0.258469,0.278689,0.067959
2024-01-01 02:10:00,0.078096,0.001,0.891,0.001589,0.026992,0.090594,0,0,Normal,0.00297,0.005716,0.022378,0.484266,0.257298,0.409836,0.033886
2024-01-01 02:15:00,0.130776,0.044,0.884,0.003873,0.012532,0.094077,0,0,Normal,0.003725,0.005607,0.013636,0.480042,0.259054,0.245902,0.071348
2024-01-01 02:20:00,0.091035,0.031,0.882,0.0,0.044023,0.097559,0,0,Normal,0.003725,0.005607,0.015734,0.499472,0.256076,0.409836,0.044616
2024-01-01 02:25:00,0.099353,0.015,0.8785,0.0,0.048522,0.101047,0,0,Normal,0.003725,0.005607,0.011189,0.505174,0.256076,0.360656,0.050828
2024-01-01 02:30:00,0.084566,0.016,0.8715,0.0,0.042416,0.104529,0,0,Normal,0.001954,0.003313,0.013986,0.499472,0.256076,0.245902,0.042169
2024-01-01 02:35:00,0.172366,0.023,0.8695,0.0,0.044666,0.108012,0,0,Normal,0.00125,0.00304,0.013287,0.501373,0.256076,0.409836,0.102974
2024-01-01 02:40:00,0.100739,0.012,0.864,0.000428,0.062661,0.111499,0,0,Normal,0.000977,0.002967,0.01958,0.509398,0.256406,0.295082,0.054593
2024-01-01 02:45:00,0.05915,0.0,0.86,0.0,0.06973,0.114982,0,0,Normal,0.000104,0.000328,0.03007,0.507709,0.256076,0.344262,0.026732
2024-01-01 02:50:00,0.126155,0.001,0.858,0.000143,0.068445,0.118465,0,0,Normal,0.00013,0.000328,0.034266,0.504329,0.256186,0.409836,0.073419
2024-01-01 02:55:00,0.048521,0.018,0.852,0.0,0.034383,0.121952,0,0,Normal,0.00013,0.000328,0.031818,0.483421,0.256076,0.278689,0.020896
2024-01-01 03:00:00,0.098891,0.006,0.8475,0.000228,0.089332,0.125435,0,0,Normal,0.000182,0.000328,0.040559,0.514256,0.256252,0.327869,0.056476
2024-01-01 03:05:00,0.017098,0.001,0.8465,0.0,0.059126,0.128918,0,0,Normal,0.000182,0.000328,0.043007,0.492925,0.256076,0.442623,0.0
2024-01-01 03:10:00,0.038355,0.043,0.838,0.000504,0.054627,0.132405,0,0,Normal,0.000195,0.000382,0.041608,0.490813,0.256464,0.196721,0.016378
2024-01-01 03:15:00,0.093346,0.014,0.838,0.0,0.055591,0.135888,0,0,Normal,0.000195,0.000382,0.039161,0.492925,0.256076,0.47541,0.054593
2024-01-01 03:20:00,0.11183,0.025,0.831,0.000847,0.024422,0.139371,0,0,Normal,0.000365,0.000674,0.031119,0.477297,0.256727,0.245902,0.068712
2024-01-01 03:25:00,0.089187,0.009,0.8255,0.000371,0.044344,0.142858,0,0,Normal,0.000443,0.000619,0.032867,0.489335,0.256362,0.295082,0.054029
2024-01-01 03:30:00,0.077634,0.002,0.8225,0.0,0.047558,0.146341,0,0,Normal,0.000391,0.000674,0.025175,0.496093,0.256076,0.377049,0.046498
2024-01-01 03:35:00,0.069778,0.037,0.8205,0.003102,0.055591,0.149824,0,0,Normal,0.001094,0.002239,0.024476,0.501795,0.258461,0.409836,0.041416
2024-01-01 03:40:00,0.025416,0.006,0.818,0.0,0.056234,0.153311,0,0,Normal,0.00099,0.00233,0.024825,0.502006,0.256076,0.393443,0.010919
2024-01-01 03:45:00,0.053142,0.001,0.8145,0.0,0.038239,0.156794,0,0,Normal,0.00099,0.00233,0.021678,0.49208,0.256076,0.360656,0.030873
2024-01-01 03:50:00,0.061922,0.029,0.81,0.0,0.061054,0.160277,0,0,Normal,0.000794,0.002385,0.028322,0.503062,0.256076,0.327869,0.037839
2024-01-01 03:55:00,0.117837,0.001,0.8105,0.0,0.062661,0.163764,0,0,Normal,0.000703,0.002421,0.031818,0.502006,0.256076,0.491803,0.076995
2024-01-01 04:00:00,0.091497,0.022,0.8085,0.0,0.080334,0.167247,0,0,Normal,0.000703,0.002421,0.037762,0.510032,0.256076,0.409836,0.058923
2024-01-01 04:05:00,0.013863,0.014,0.808,0.007518,0.056877,0.17073,0,0,Normal,0.001719,0.00588,0.037762,0.494615,0.261856,0.459016,0.004518
2024-01-01 04:10:00,0.091035,0.016,0.8035,0.003702,0.04081,0.174217,0,0,Normal,0.002553,0.006008,0.034965,0.485744,0.258922,0.327869,0.059488
2024-01-01 04:15:00,0.065157,0.0,0.7945,0.0,0.067481,0.1777,0,0,Normal,0.002553,0.006008,0.040559,0.499894,0.256076,0.180328,0.04311
2024-01-01 04:20:00,0.054991,0.048,0.7935,0.000428,0.026028,0.181183,0,0,Normal,0.002657,0.005917,0.033916,0.476663,0.256406,0.442623,0.036145
2024-01-01 04:25:00,0.103512,0.026,0.7905,0.000219,0.028599,0.18467,0,0,Normal,0.002709,0.005862,0.027972,0.481943,0.256245,0.377049,0.070783
2024-01-01 04:30:00,0.120148,0.029,0.7875,0.0,0.06491,0.188153,0,0,Normal,0.002709,0.005862,0.025175,0.507497,0.256076,0.377049,0.083208
2024-01-01 04:35:00,0.117375,0.033,0.7825,0.004168,0.052699,0.191636,0,0,Normal,0.001941,0.00375,0.024476,0.499894,0.259281,0.311475,0.082078
2024-01-01 04:40:00,0.053142,0.04,0.7785,0.003816,0.04081,0.195123,0,0,Normal,0.001967,0.003805,0.024476,0.49208,0.25901,0.344262,0.037462
2024-01-01 04:45:00,0.074399,0.03,0.773,0.004853,0.036632,0.198606,0,0,Normal,0.003074,0.004315,0.018881,0.492714,0.259808,0.295082,0.053652
2024-01-01 04:50:00,0.099815,0.038,0.77,0.0,0.04081,0.202089,0,0,Normal,0.002983,0.00446,0.021329,0.493981,0.256076,0.377049,0.072101
2024-01-01 04:55:00,0.125231,0.022,0.7635,0.0,0.056555,0.205576,0,0,Normal,0.00293,0.004533,0.026573,0.501162,0.256076,0.262295,0.091491
2024-01-01 05:00:00,0.073475,0.019,0.762,0.003578,0.048522,0.209059,0,0,Normal,0.003751,0.004132,0.023427,0.497782,0.258827,0.42623,0.05497
2024-01-01 05:05:00,0.086876,0.041,0.7635,0.000885,0.026028,0.212542,0,0,Normal,0.002996,0.004096,0.018531,0.485956,0.256757,0.52459,0.064194
2024-01-01 05:10:00,0.054991,0.043,0.7585,0.000276,0.076799,0.216029,0,0,Normal,0.002188,0.004005,0.025175,0.515312,0.256289,0.311475,0.042545
2024-01-01 05:15:00,0.054067,0.007,0.751,0.004035,0.030527,0.219512,0,0,Normal,0.002006,0.003532,0.024126,0.485533,0.259179,0.229508,0.043298
2024-01-01 05:20:00,0.131238,0.027,0.747,0.0,0.102828,0.222995,0,0,Normal,0.002006,0.003532,0.035315,0.526294,0.256076,0.344262,0.099021
2024-01-01 05:25:00,0.153882,0.034,0.744,0.001189,0.072622,0.226482,0,0,Normal,0.002266,0.003295,0.038112,0.504752,0.256991,0.377049,0.115776
2024-01-01 05:30:00,0.104436,0.004,0.742,0.004549,0.030206,0.229965,0,0,Normal,0.002501,0.003768,0.034965,0.478775,0.259574,0.409836,0.080761
2024-01-01 05:35:00,0.14695,0.046,0.742,0.002065,0.051093,0.233448,0,0,Normal,0.002761,0.003659,0.03951,0.489757,0.257664,0.47541,0.111258
2024-01-01 05:40:00,0.126617,0.026,0.7405,0.004977,0.079692,0.236935,0,0,Normal,0.003829,0.003859,0.03986,0.508342,0.259903,0.42623,0.09695
2024-01-01 05:45:00,0.092884,0.032,0.7325,0.0,0.10347,0.240418,0,0,Normal,0.002917,0.004187,0.053147,0.515945,0.256076,0.213115,0.07436
2024-01-01 05:50:00,0.134011,0.009,0.726,0.000485,0.058483,0.243901,0,0,Normal,0.003022,0.004023,0.045105,0.491235,0.256449,0.262295,0.105233
2024-01-01 05:55:00,0.181146,0.013,0.723,0.0,0.064267,0.247388,0,0,Normal,0.002761,0.004333,0.043706,0.495882,0.256076,0.377049,0.139684
2024-01-01 06:00:00,0.127079,0.006,0.731,0.281814,0.895244,0.250871,1,0,Normal,0.066007,0.218947,0.200699,0.947202,0.216677,0.737705,0.099209
2024-01-01 06:05:00,0.190388,0.013,0.744,0.319906,0.914846,0.254354,1,0,Normal,0.138513,0.296791,0.357343,0.86547,0.245965,0.901639,0.141755
2024-01-01 06:10:00,0.039741,0.025,0.751,0.337321,0.918702,0.257841,1,0,Normal,0.214314,0.329614,0.509441,0.776135,0.259354,0.704918,0.032944
2024-01-01 06:15:00,0.171442,0.042,0.762,0.362699,0.867609,0.261324,1,0,Normal,0.297057,0.32519,0.647902,0.658923,0.278867,0.836066,0.124623
2024-01-01 06:20:00,0.148799,0.027,0.7695,0.328195,0.872429,0.264807,1,0,Normal,0.371816,0.259544,0.795455,0.572967,0.252338,0.721311,0.106928
2024-01-01 06:25:00,0.139094,0.012,0.779,0.311152,0.961761,0.268294,1,0,Normal,0.442785,0.051701,0.958392,0.533263,0.239234,0.786885,0.098268
2024-01-01 06:30:00,0.158503,0.002,0.786,0.302873,0.873393,0.271777,1,0,Normal,0.447591,0.040724,0.954196,0.477719,0.232868,0.704918,0.110505
2024-01-01 06:35:00,0.086876,0.031,0.7965,0.385262,0.895566,0.27526,1,0,Normal,0.462503,0.059857,0.950699,0.494403,0.296214,0.819672,0.057982
2024-01-01 06:40:00,0.157116,0.021,0.8085,0.331525,0.912596,0.278747,1,0,Normal,0.461175,0.060075,0.94965,0.50623,0.254898,0.868852,0.104857
2024-01-01 06:45:00,0.183919,0.049,0.818,0.304395,0.87018,0.28223,1,0,Normal,0.447877,0.059019,0.95035,0.47793,0.234039,0.786885,0.121611
2024-01-01 06:50:00,0.230591,0.039,0.8315,0.318384,0.933162,0.285712,1,0,Normal,0.445637,0.059402,0.961189,0.512777,0.244794,0.918033,0.151355
2024-01-01 06:55:00,0.1622,0.04,0.839,0.349035,0.879499,0.2892,1,0,Normal,0.454285,0.060021,0.946154,0.486589,0.268361,0.721311,0.102221
2024-01-01 07:00:00,0.157116,0.001,0.848,0.329879,0.924807,0.292683,1,0,Normal,0.460445,0.053849,0.955594,0.510665,0.253633,0.770492,0.096762
2024-01-01 07:05:00,0.174214,0.039,0.859,0.276323,0.909383,0.296165,1,0,Normal,0.435595,0.048461,0.958042,0.49905,0.212456,0.836066,0.106363
2024-01-01 07:10:00,0.23244,0.01,0.8655,0.35109,0.87018,0.299653,1,0,Normal,0.440049,0.054432,0.95035,0.47793,0.269941,0.688525,0.145143
2024-01-01 07:15:00,0.216728,0.029,0.8745,0.348521,0.900386,0.303135,1,0,Normal,0.450117,0.055178,0.955944,0.494403,0.267966,0.770492,0.132342
2024-01-01 07:20:00,0.191312,0.022,0.8855,0.376136,0.883033,0.306618,1,0,Normal,0.463298,0.064736,0.946853,0.48849,0.289198,0.836066,0.112575
2024-01-01 07:25:00,0.236137,0.029,0.8965,0.347112,0.852506,0.310105,1,0,Normal,0.462855,0.064536,0.941958,0.471383,0.266883,0.836066,0.140813
2024-01-01 07:30:00,0.226895,0.007,0.908,0.334846,0.926093,0.313588,1,0,Normal,0.463988,0.064171,0.941958,0.519747,0.257452,0.852459,0.131965
2024-01-01 07:35:00,0.265712,0.023,0.915,0.320553,0.935733,0.317071,1,0,Normal,0.474082,0.035408,0.946853,0.523126,0.246462,0.704918,0.156815
2024-01-01 07:40:00,0.210259,0.002,0.9245,0.354944,0.904242,0.320558,1,0,Normal,0.474954,0.0359,0.953147,0.498627,0.272904,0.786885,0.117093
2024-01-01 07:45:00,0.231054,0.002,0.93,0.326606,0.800771,0.324041,1,0,Normal,0.469953,0.039176,0.934965,0.441605,0.251116,0.655738,0.130083
2024-01-01 07:50:00,0.235213,0.033,0.937,0.317623,0.93509,0.327524,1,0,Normal,0.456603,0.028563,0.944406,0.524182,0.244209,0.704918,0.131401
2024-01-01 07:55:00,0.202403,0.048,0.9455,0.326548,0.914203,0.331011,1,0,Normal,0.451915,0.025832,0.955594,0.503696,0.251072,0.754098,0.107304
2024-01-01 08:00:00,0.274492,0.039,0.9445,0.0,0.025386,0.334494,0,0,Normal,0.375541,0.258415,0.792308,0.018163,0.256076,0.442623,0.156062
2024-01-01 08:05:00,0.280499,0.023,0.942,0.002132,0.028599,0.337977,0,0,Normal,0.302904,0.327265,0.627972,0.119535,0.257715,0.393443,0.160768
2024-01-01 08:10:00,0.277726,0.003,0.9385,0.0,0.053985,0.341464,0,0,Normal,0.221933,0.338388,0.473427,0.229567,0.256076,0.360656,0.159639
2024-01-01 08:15:00,0.27634,0.002,0.936,0.0,0.073586,0.344947,0,0,Normal,0.147434,0.317708,0.341608,0.32207,0.256076,0.393443,0.159262
2024-01-01 08:20:00,0.239834,0.008,0.9335,0.005633,0.035347,0.34843,0,0,Normal,0.076257,0.253864,0.178671,0.395354,0.260408,0.393443,0.135166
2024-01-01 08:25:00,0.284196,0.049,0.9305,0.0,0.041131,0.351917,0,0,Normal,0.001771,0.004387,0.02028,0.494826,0.256076,0.377049,0.165851
2024-01-01 08:30:00,0.294362,0.02,0.9255,0.003293,0.055913,0.3554,0,0,Normal,0.002527,0.004424,0.025874,0.501162,0.258608,0.311475,0.173946
2024-01-01 08:35:00,0.284658,0.042,0.919,0.002141,0.069409,0.358883,0,0,Normal,0.002527,0.004424,0.033217,0.505597,0.257723,0.262295,0.168863
2024-01-01 08:40:00,0.316081,0.035,0.915,0.0,0.056234,0.36237,0,0,Normal,0.002527,0.004424,0.033566,0.496727,0.256076,0.344262,0.191077
2024-01-01 08:45:00,0.344732,0.03,0.909,0.000143,0.05527,0.365853,0,0,Normal,0.002553,0.004387,0.03007,0.498205,0.256186,0.278689,0.211973
2024-01-01 08:50:00,0.407116,0.072,0.9065,0.003283,0.04563,0.369336,0,0,Normal,0.002019,0.003095,0.032168,0.490602,0.258601,0.393443,0.255083
2024-01-01 08:55:00,0.351664,0.061,0.9065,0.0,0.03117,0.372823,0,0,Normal,0.002019,0.003095,0.03042,0.482154,0.256076,0.47541,0.217432
2024-01-01 09:00:00,0.362292,0.097,0.904,0.005005,0.047558,0.376306,0,0,Normal,0.002409,0.003987,0.028671,0.493981,0.259925,0.393443,0.225151
2024-01-01 09:05:00,0.357671,0.142,0.8955,0.0,0.070373,0.379789,0,0,Normal,0.001928,0.004187,0.029021,0.508765,0.256076,0.196721,0.224209
2024-01-01 09:10:00,0.297597,0.151,0.89,0.0,0.023458,0.383276,0,0,Normal,0.001928,0.004187,0.023077,0.481521,0.256076,0.295082,0.1843
2024-01-01 09:15:00,0.375231,0.16,0.8865,0.0,0.039524,0.386759,0,0,Normal,0.001889,0.004223,0.02028,0.49377,0.256076,0.360656,0.238328
2024-01-01 09:20:00,0.386322,0.183,0.879,0.000894,0.017352,0.390242,0,0,Normal,0.001341,0.003823,0.015035,0.482365,0.256764,0.229508,0.247929
2024-01-01 09:25:00,0.483364,0.234,0.875,0.000933,0.068766,0.393729,0,0,Normal,0.001563,0.003732,0.021678,0.512144,0.256793,0.344262,0.315512
2024-01-01 09:30:00,0.393253,0.22,0.872,0.0,0.042095,0.397212,0,0,Normal,0.000417,0.00091,0.020979,0.495037,0.256076,0.377049,0.25433
2024-01-01 09:35:00,0.419131,0.289,0.8715,0.0,0.053342,0.400695,0,0,Normal,0.000417,0.00091,0.017832,0.504329,0.256076,0.459016,0.272402
2024-01-01 09:40:00,0.414972,0.267,0.872,0.0,0.02892,0.404182,0,0,Normal,0.000417,0.00091,0.018881,0.487645,0.256076,0.491803,0.26939
2024-01-01 09:45:00,0.381238,0.32,0.8655,0.0,0.053663,0.407665,0,0,Normal,0.000417,0.00091,0.021329,0.502429,0.256076,0.262295,0.247741
2024-01-01 09:50:00,0.474584,0.341,0.861,0.000428,0.041131,0.411148,0,0,Normal,0.000313,0.000746,0.025524,0.491658,0.256406,0.327869,0.313253
2024-01-01 09:55:00,0.468115,0.362,0.8565,0.001903,0.052057,0.414635,0,0,Normal,0.000534,0.001456,0.022727,0.500528,0.25754,0.327869,0.310053
2024-01-01 10:00:00,0.477819,0.378,0.851,0.0,0.005141,0.418118,0,0,Normal,0.000534,0.001456,0.015734,0.473918,0.256076,0.295082,0.318148
2024-01-01 10:05:00,0.422828,0.418,0.847,0.001484,0.044023,0.421601,0,0,Normal,0.000873,0.00162,0.014336,0.500317,0.257218,0.344262,0.28125
2024-01-01 10:10:00,0.516636,0.429,0.843,0.0,0.074229,0.425088,0,0,Normal,0.000873,0.00162,0.022378,0.515312,0.256076,0.344262,0.347327
2024-01-01 10:15:00,0.42098,0.455,0.8405,0.004606,0.068766,0.428571,0,0,Normal,0.001928,0.00335,0.025175,0.510032,0.259617,0.393443,0.281627
2024-01-01 10:20:00,0.502311,0.441,0.84,0.000647,0.0,0.432054,0,0,Normal,0.001967,0.003313,0.017832,0.469271,0.256574,0.459016,0.338291
2024-01-01 10:25:00,0.569778,0.457,0.836,0.003359,0.033419,0.435541,0,0,Normal,0.002305,0.003641,0.014336,0.493347,0.258659,0.344262,0.386295
2024-01-01 10:30:00,0.460259,0.474,0.8305,0.0,0.062661,0.439024,0,0,Normal,0.002305,0.003641,0.024825,0.50623,0.256076,0.295082,0.311559
2024-01-01 10:35:00,0.483826,0.497,0.824,0.005805,0.072943,0.442507,0,0,Normal,0.003282,0.004842,0.03007,0.50982,0.260539,0.262295,0.329631
2024-01-01 10:40:00,0.516174,0.54,0.825,0.000495,0.06009,0.445994,0,0,Normal,0.003399,0.004679,0.027273,0.503062,0.256457,0.508197,0.352033
2024-01-01 10:45:00,0.501848,0.548,0.8235,0.0,0.022172,0.449477,0,0,Normal,0.002344,0.004515,0.018881,0.48321,0.256076,0.42623,0.342432
2024-01-01 10:50:00,0.471349,0.576,0.8205,0.003083,0.053342,0.45296,0,0,Normal,0.002904,0.004497,0.028671,0.497782,0.258447,0.377049,0.321913
2024-01-01 10:55:00,0.538817,0.563,0.8155,0.0,0.047558,0.456447,0,0,Normal,0.002136,0.004588,0.031119,0.492503,0.256076,0.311475,0.370482
2024-01-01 11:00:00,0.505083,0.586,0.8155,0.00176,0.062661,0.45993,0,0,Normal,0.00254,0.004351,0.031119,0.502429,0.25743,0.47541,0.34695
2024-01-01 11:05:00,0.569316,0.625,0.811,0.001789,0.042416,0.463413,0,0,Normal,0.001628,0.002348,0.025524,0.492503,0.257452,0.327869,0.393072
2024-01-01 11:10:00,0.525416,0.64,0.8025,0.0,0.050129,0.4669,0,0,Normal,0.001511,0.002494,0.023776,0.498627,0.256076,0.196721,0.364834
2024-01-01 11:15:00,0.624769,0.651,0.799,0.002293,0.062661,0.470383,0,0,Normal,0.002032,0.002385,0.031119,0.502429,0.25784,0.360656,0.435617
2024-01-01 11:20:00,0.545749,0.657,0.792,0.004511,0.048843,0.473866,0,0,Normal,0.002357,0.003204,0.03042,0.49377,0.259544,0.245902,0.381965
2024-01-01 11:25:00,0.570702,0.661,0.7885,0.0,0.065553,0.477353,0,0,Normal,0.002357,0.003204,0.033566,0.502851,0.256076,0.360656,0.400602
2024-01-01 11:30:00,0.620148,0.681,0.7875,0.000238,0.027635,0.480836,0,0,Normal,0.002019,0.003404,0.027273,0.481732,0.256259,0.442623,0.435806
2024-01-01 11:35:00,0.551756,0.68,0.7795,0.001779,0.071015,0.484318,0,0,Normal,0.002006,0.003404,0.032517,0.507075,0.257445,0.213115,0.389872
2024-01-01 11:40:00,0.613216,0.699,0.773,0.001094,0.071015,0.487806,0,0,Normal,0.002266,0.003168,0.036364,0.504752,0.256918,0.262295,0.435241
2024-01-01 11:45:00,0.660351,0.66,0.7705,0.0,0.036632,0.491289,0,0,Normal,0.001745,0.003331,0.031469,0.485111,0.256076,0.393443,0.469315
2024-01-01 11:50:00,0.559612,0.71,0.7655,0.002436,0.042416,0.494771,0,0,Normal,0.001263,0.001948,0.03042,0.489546,0.257949,0.311475,0.399285
2024-01-01 11:55:00,0.633087,0.697,0.762,0.003445,0.051093,0.498259,0,0,Normal,0.002058,0.00253,0.027622,0.496938,0.258725,0.360656,0.45256
2024-01-01 12:00:00,0.642791,0.679,0.759,0.003483,0.058483,0.501741,0,0,Normal,0.002787,0.002621,0.033217,0.498416,0.258754,0.377049,0.460279
2024-01-01 12:05:00,0.669131,0.687,0.757,0.0,0.016067,0.505224,0,0,Normal,0.002383,0.003077,0.023427,0.476452,0.256076,0.409836,0.479669
2024-01-01 12:10:00,0.601201,0.721,0.751,0.002236,0.057198,0.508711,0,0,Normal,0.002644,0.003022,0.020979,0.504963,0.257796,0.278689,0.43317
2024-01-01 12:15:00,0.604898,0.705,0.7405,0.0,0.061054,0.512194,0,0,Normal,0.002644,0.003022,0.025175,0.504963,0.256076,0.131148,0.438818
2024-01-01 12:20:00,0.67976,0.73,0.737,0.003968,0.036954,0.515677,0,0,Normal,0.002996,0.003422,0.024476,0.489546,0.259127,0.360656,0.493411
2024-01-01 12:25:00,0.677911,0.686,0.729,0.0,0.063946,0.519164,0,0,Normal,0.002214,0.00355,0.026573,0.506019,0.256076,0.213115,0.494729
2024-01-01 12:30:00,0.682532,0.699,0.727,0.003635,0.036311,0.522647,0,0,Normal,0.00224,0.003605,0.022727,0.49018,0.258871,0.409836,0.498682
2024-01-01 12:35:00,0.692699,0.693,0.7225,0.002208,0.053663,0.52613,0,0,Normal,0.002748,0.003277,0.029371,0.497571,0.257774,0.327869,0.507342
2024-01-01 12:40:00,0.660813,0.699,0.7175,0.0,0.057519,0.529617,0,0,Normal,0.00224,0.003605,0.029371,0.500106,0.256076,0.311475,0.485881
2024-01-01 12:45:00,0.700555,0.701,0.715,0.0,0.030527,0.5331,0,0,Normal,0.00224,0.003605,0.024126,0.485533,0.256076,0.393443,0.515248
2024-01-01 12:50:00,0.708872,0.697,0.706,0.001161,0.052378,0.536583,0,0,Normal,0.001602,0.002876,0.026923,0.498205,0.256969,0.180328,0.524096
2024-01-01 12:55:00,0.677911,0.659,0.7015,0.0,0.029242,0.54007,0,0,Normal,0.001602,0.002876,0.020629,0.4868,0.256076,0.327869,0.5032
2024-01-01 13:00:00,0.778651,0.656,0.698,0.0,0.056555,0.543553,0,0,Normal,0.000768,0.001784,0.024126,0.50264,0.256076,0.360656,0.577184
2024-01-01 13:05:00,0.732902,0.646,0.6945,0.0,0.043059,0.547036,0,0,Normal,0.00026,0.00091,0.022378,0.494826,0.256076,0.360656,0.545181
2024-01-01 13:10:00,0.676987,0.679,0.689,0.005529,0.049165,0.550523,0,0,Normal,0.001524,0.004223,0.020629,0.499894,0.260327,0.295082,0.506401
2024-01-01 13:15:00,0.750462,0.642,0.683,0.000371,0.047237,0.554006,0,0,Normal,0.001615,0.004169,0.023776,0.496727,0.256362,0.278689,0.561747
2024-01-01 13:20:00,0.695471,0.635,0.683,0.002807,0.048843,0.557489,0,0,Normal,0.00198,0.004351,0.023077,0.498205,0.258235,0.47541,0.521649
2024-01-01 13:25:00,0.765712,0.628,0.6805,0.0,0.050771,0.560976,0,0,Normal,0.00198,0.004351,0.026923,0.497149,0.256076,0.393443,0.573607
2024-01-01 13:30:00,0.784658,0.636,0.6745,0.003787,0.054627,0.564459,0,0,Normal,0.002852,0.004442,0.026573,0.499894,0.258988,0.278689,0.58942
